robot_name,item_picked,start_time,drop_time,end_time,time_taken
/robot_namespace_4,,,,1663070904,1663070904
/robot_namespace_0,,,,1663070922,1663070922
/robot_namespace_2,,,,1663070929,1663070929
/robot_namespace_1,,,,1663070931,1663070931
/robot_namespace_5,,,,1663070938,1663070938
/robot_namespace_3,,,,1663070938,1663070938
/robot_namespace_0,1,1663070925,1663071006,1663071049,124
/robot_namespace_5,1,1663070942,1663070993,1663071051,109
/robot_namespace_4,0,1663070911,1663071012,1663071067,156
/robot_namespace_1,2,1663070934,1663071019,1663071069,135
/robot_namespace_2,0,1663070932,1663071025,1663071073,141
/robot_namespace_3,2,1663070941,1663071034,1663071085,144
/robot_namespace_0,1,1663071052,1663071120,1663071162,110
/robot_namespace_1,1,1663071072,1663071116,1663071167,95
/robot_namespace_2,0,1663071076,1663071141,1663071220,144
/robot_namespace_5,0,1663071054,1663071134,1663071226,172
/robot_namespace_1,1,1663071170,1663071211,1663071253,83
/robot_namespace_4,0,1663071073,1663071140,1663071256,183
/robot_namespace_3,0,1663071088,1663071122,1663071265,177
/robot_namespace_0,2,1663071165,1663071230,1663071284,119
/robot_namespace_3,1,1663071268,1663071299,1663071346,78
/robot_namespace_2,1,1663071224,1663071285,1663071350,126
/robot_namespace_4,0,1663071259,1663071315,1663071384,125
/robot_namespace_5,0,1663071231,1663071306,1663071401,170
/robot_namespace_1,2,1663071256,1663071302,1663071433,177
/robot_namespace_0,2,1663071287,1663071416,1663071466,179
/robot_namespace_2,0,1663071353,1663071464,1663071524,171
/robot_namespace_3,0,1663071349,1663071473,1663071527,178
/robot_namespace_1,1,1663071437,1663071498,1663071546,109
/robot_namespace_4,0,1663071388,1663071454,1663071594,206
/robot_namespace_3,1,1663071530,1663071573,1663071620,90
/robot_namespace_0,0,1663071469,1663071551,1663071624,155
/robot_namespace_5,0,1663071405,1663071583,1663071639,234
/robot_namespace_1,1,1663071549,1663071598,1663071646,97
/robot_namespace_2,0,1663071527,1663071638,1663071679,152
/robot_namespace_4,2,1663071600,1663071653,1663071707,107
