robot_name,item_picked,start_time,end_time,time taken
/robot_namespace_0,0,1662991861.0575478,1662991897.059356,36.001808166503906
/robot_namespace_3,1,1662991871.0765235,1662991907.0765178,35.9999942779541
/robot_namespace_2,2,1662991893.051029,1662991970.0541248,77.00309586524963
/robot_namespace_1,1,1662991898.9673352,1662991991.9737458,93.00641059875488
/robot_namespace_5,0,1662991902.0221732,1662992004.0286188,102.00644564628601
/robot_namespace_3,1,1662991954.0758443,1662992016.0769334,62.001089096069336
/robot_namespace_4,0,1662991887.083725,1662992060.090026,173.0063009262085
/robot_namespace_2,0,1662992037.0516515,1662992079.0525432,42.00089168548584
/robot_namespace_5,0,1662992050.021148,1662992098.0236862,48.002538204193115
/robot_namespace_0,1,1662992043.0575688,1662992132.0621908,89.00462198257446
/robot_namespace_3,1,1662992060.076318,1662992151.0773509,91.00103282928467
/robot_namespace_1,0,1662992069.9667675,1662992197.9690742,128.0023066997528
/robot_namespace_2,1,1662992147.051816,1662992213.0540113,66.00219535827637
/robot_namespace_4,0,1662992137.0838466,1662992239.0888216,102.00497508049011
/robot_namespace_5,1,1662992223.0216181,1662992277.0237932,54.002175092697144
/robot_namespace_0,2,1662992190.0566328,1662992277.069079,87.01244616508484
/robot_namespace_3,2,1662992200.076644,1662992293.0804086,93.00376462936401
/robot_namespace_1,2,1662992254.967403,1662992316.9701014,62.00269842147827
/robot_namespace_2,0,1662992278.052134,1662992320.0544841,42.002350091934204
/robot_namespace_4,1,1662992300.083457,1662992338.0864036,38.002946615219116
/robot_namespace_3,0,1662992349.0768905,1662992394.077642,45.00075149536133
/robot_namespace_2,1,1662992370.0506344,1662992416.0561001,46.0054657459259
/robot_namespace_5,2,1662992325.0206735,1662992423.02424,98.00356650352478
/robot_namespace_4,0,1662992390.0836587,1662992429.089261,39.00560235977173
/robot_namespace_0,2,1662992443.056633,1662992491.0579348,48.001301765441895
/robot_namespace_3,1,1662992440.0766973,1662992491.0775158,51.000818490982056
/robot_namespace_1,2,1662992431.9668508,1662992508.9688914,77.00204062461853
/robot_namespace_5,1,1662992477.021515,1662992532.0261493,55.004634380340576
/robot_namespace_2,0,1662992461.050492,1662992551.0534937,90.00300168991089
/robot_namespace_4,2,1662992479.0842276,1662992595.0890052,116.00477766990662
