robot_name,item_picked,start_time,end_time,time taken
/robot_namespace_0,1,1663056319.4487658,1663056353.4496903,34.000924587249756
/robot_namespace_2,2,1663056350.3310373,1663056408.3321848,58.001147508621216
/robot_namespace_1,1,1663056342.268103,1663056423.26918,81.00107717514038
/robot_namespace_0,2,1663056404.4505599,1663056450.4501462,45.99958634376526
/robot_namespace_1,0,1663056470.2689843,1663056520.2724547,50.0034704208374
/robot_namespace_2,2,1663056465.331418,1663056528.3325465,63.00112843513489
/robot_namespace_0,1,1663056521.4499674,1663056557.4487321,35.998764753341675
/robot_namespace_1,2,1663056566.268023,1663056612.2680895,46.00006651878357
/robot_namespace_2,1,1663056580.332019,1663056615.3320177,34.999998569488525
/robot_namespace_0,1,1663056602.4482808,1663056661.4510846,59.002803802490234
/robot_namespace_1,0,1663056672.268409,1663056718.2693465,46.00093746185303
/robot_namespace_2,2,1663056670.3330433,1663056726.3331306,56.00008726119995
/robot_namespace_0,0,1663056724.4526734,1663056775.452086,50.999412536621094
/robot_namespace_1,0,1663056774.2678173,1663056826.26897,52.001152753829956
/robot_namespace_2,2,1663056790.3330746,1663056846.3322532,55.999178647994995
/robot_namespace_0,2,1663056831.448848,1663056895.4492598,64.00041174888611
/robot_namespace_1,0,1663056885.2675092,1663056943.2698803,58.002371072769165
/robot_namespace_2,1,1663056913.3312616,1663056960.3325672,47.00130558013916
/robot_namespace_2,0,1663057010.3351448,1663057051.3323348,40.99718999862671
/robot_namespace_0,2,1663056962.4482121,1663057071.449224,109.0010118484497
/robot_namespace_1,2,1663057000.2687433,1663057136.2684517,135.99970841407776
/robot_namespace_2,1,1663057100.3309872,1663057136.333403,36.002415895462036
/robot_namespace_0,0,1663057171.4490993,1663057211.4495873,40.00048804283142
/robot_namespace_2,2,1663057189.3311245,1663057241.3329587,52.00183415412903
/robot_namespace_1,2,1663057194.2675605,1663057245.2680666,51.00050616264343
/robot_namespace_0,1,1663057263.4484706,1663057315.4488847,52.0004141330719
/robot_namespace_2,0,1663057323.3316176,1663057372.3315372,48.99991965293884
/robot_namespace_1,2,1663057353.2674432,1663057411.268496,58.00105285644531
/robot_namespace_0,0,1663057359.4516668,1663057494.4495587,134.99789190292358
/robot_namespace_1,2,1663057477.2678533,1663057546.2678506,68.99999737739563
