robot_name,item_picked,start_time,drop_time,end_time,time_taken
/robot_namespace_1,,,,1663070225,1663070225
/robot_namespace_3,,,,1663070256,1663070256
/robot_namespace_5,,,,1663070269,1663070269
/robot_namespace_0,,,,1663070269,1663070269
/robot_namespace_2,,,,1663070276,1663070276
/robot_namespace_4,,,,1663070279,1663070279
/robot_namespace_1,0,1663070228,1663070267,1663070316,88
/robot_namespace_5,1,1663070272,1663070359,1663070430,158
/robot_namespace_1,0,1663070319,1663070377,1663070431,112
/robot_namespace_3,1,1663070259,1663070377,1663070431,172
/robot_namespace_4,0,1663070283,1663070373,1663070443,160
/robot_namespace_2,1,1663070279,1663070355,1663070465,186
/robot_namespace_0,1,1663070272,1663070364,1663070465,193
/robot_namespace_3,2,1663070434,1663070533,1663070595,161
/robot_namespace_4,1,1663070446,1663070545,1663070621,175
/robot_namespace_2,1,1663070468,1663070553,1663070627,159
/robot_namespace_1,1,1663070434,1663070541,1663070630,196
/robot_namespace_5,1,1663070433,1663070564,1663070641,208
/robot_namespace_0,1,1663070468,1663070548,1663070651,183
/robot_namespace_3,0,1663070601,1663070656,1663070709,108
/robot_namespace_4,1,1663070625,1663070761,1663070802,177
/robot_namespace_1,2,1663070634,1663070758,1663070822,188
/robot_namespace_0,0,1663070655,1663070737,1663070835,180
/robot_namespace_3,0,1663070712,1663070819,1663070864,152
/robot_namespace_5,2,1663070644,1663070776,1663070870,226
/robot_namespace_2,2,1663070630,1663070758,1663070874,244
/robot_namespace_1,0,1663070825,1663070868,1663070915,90
/robot_namespace_0,1,1663070838,1663070940,1663070983,145
/robot_namespace_1,0,1663070918,1663070962,1663071003,85
/robot_namespace_4,1,1663070806,1663070849,1663071003,197
/robot_namespace_5,2,1663070873,1663070947,1663071006,133
/robot_namespace_2,2,1663070877,1663070944,1663071009,132
/robot_namespace_3,1,1663070868,1663070988,1663071037,169
/robot_namespace_0,1,1663070986,1663071093,1663071167,181
/robot_namespace_4,2,1663071006,1663071109,1663071205,199
/robot_namespace_5,2,1663071009,1663071126,1663071214,205
/robot_namespace_1,2,1663071008,1663071127,1663071219,211
