robot_name,item_picked,start_time,end_time,time taken
/robot_namespace_3,1,1662992431.75172,1662992494.7529597,63.00123977661133
/robot_namespace_2,1,1662992396.8881047,1662992502.8883638,106.00025916099548
/robot_namespace_0,2,1662992432.1645858,1662992510.1639285,77.99934267997742
/robot_namespace_5,1,1662992440.987642,1662992517.9907715,77.00312948226929
/robot_namespace_1,1,1662992371.6156862,1662992653.6176016,282.0019154548645
/robot_namespace_0,1,1662992600.1626418,1662992654.1634881,54.00084638595581
/robot_namespace_3,0,1662992597.7503393,1662992662.7516727,65.00133347511292
/robot_namespace_5,1,1662992612.9871128,1662992665.9877625,53.00064969062805
/robot_namespace_4,0,1662992581.2622354,1662992672.2584076,90.99617218971252
/robot_namespace_2,0,1662992674.8875525,1662992726.8890753,52.00152277946472
/robot_namespace_1,1,1662992692.6164525,1662992784.616992,92.0005395412445
/robot_namespace_5,1,1662992725.987217,1662992796.9887693,71.00155234336853
/robot_namespace_0,0,1662992720.165466,1662992800.1644669,79.99900078773499
/robot_namespace_4,0,1662992741.259437,1662992817.2589695,75.99953246116638
/robot_namespace_3,0,1662992737.750473,1662992850.75141,113.00093698501587
/robot_namespace_4,2,1662992859.2594576,1662992908.2584476,48.998990058898926
/robot_namespace_5,1,1662992846.9872208,1662992919.9879615,73.00074076652527
/robot_namespace_2,1,1662992768.886483,1662992950.8879993,182.0015163421631
/robot_namespace_1,0,1662992928.6161323,1662992979.6152687,50.999136447906494
/robot_namespace_3,1,1662992897.7503598,1662992994.7510695,97.00070977210999
/robot_namespace_0,0,1662992888.163163,1662993047.163875,159.00071215629578
/robot_namespace_4,2,1662992966.2575247,1662993050.2602465,84.00272178649902
/robot_namespace_5,0,1662993015.9871578,1662993055.9875438,40.000385999679565
/robot_namespace_2,1,1662993018.8863764,1662993064.8885965,46.002220153808594
/robot_namespace_3,1,1662993045.7518759,1662993085.7518535,39.999977588653564
/robot_namespace_1,2,1662993036.6157472,1662993110.6161861,74.00043892860413
/robot_namespace_0,0,1662993109.164417,1662993156.1637287,46.999311685562134
/robot_namespace_4,1,1662993121.2578242,1662993165.2623289,44.004504680633545
/robot_namespace_5,2,1662993106.9886436,1662993177.988901,71.00025725364685
/robot_namespace_2,2,1662993138.8864827,1662993297.8887491,159.00226640701294
